,Text,Label
7007,"Iba a decir algo del dominio público marítimo-terrestre, pero no sería justa. Lo dejaré para otra ocasión",negative
7008,Diego Torres dice que la infanta Cristina sí estaba implicada en el Instituto Noos,negative
7009,Santa Cruz #malagasanta #cofradiasmlg   @ Alameda Principal http://t.co/ODIBd69r,negative
7010,@rafam_simancas jajaja,litigious
7011,"Profesor Ricardo Haussman Harvad Kennedy School.Mas optimista sobre Espana.Hay que exporta,exportar,exportar.",positive
7012,Anonymous ataca 450 webs privadas y gubernamentales chinas - http://t.co/JXy9bnVQ,positive
7013,eElecciones en Venezuela en Octubre.Estrecho margen de Chavez sobre Caprile.Quedan varios meses inciertos.,positive
7014,"De Guindos en TD1...no sé si lo que ha dicho generará mucha confianza...Si lo que necesitamos es crecer, estos presupuestos no lo permiten.",positive
7015,Esas tardes en las que todo de confabula para ir bien. Y @acabeza1 te da una noticia que te hace sonreír. Mola.,positive
7016,El Athletic está despistado...,positive
7017,Noche pasada por agua en Sevilla. Adiós a la Madrugá. Y no ha caído una gota en todo el invierno!! #semanasanta  #Sevilla,positive
7018,"Va a comenzar Quo Vadis, película solo apta para espectadores de fondo, el resto si aguantan las dos primeras horas ya es una marca notable.",negative
7019,Nivelazo de Sarko poniendo a España y Grecia en el mismo saco!!,negative
7020,"Feliz madrugà.. RT @anichi_: @AlejandroSanz desde el barrio Macareno, llegó el momento de repartir Esperanza. Feliz madrugá maestro!!",negative
7021,"Benedetti, poeta obligado, también para las bodas civiles.",negative
7022,"IJueves en Harvard.4 charlas y un buen número de entrevistas interesantísimas. Nye,Rodrick,Haussman.El mundo,sus problemas.Defensa de España",uncertainty
7023,César Lumbreras viviendo esta intensa Madrugá de #ssanta12 en #sevillahoy.Directo en @giraldatv http://t.co/ZeJmU0rH,uncertainty
7024,"Por qué hace siempre mal tiempo en Semana Santa, según Josep Pla  http://t.co/FQIVeDSM",positive
7025,A mordiscos si hace falta pero no debería bajar de 100€ “@mordiscodemujer: @pedroj_ramirez qué bien vendes #orbyt 60€”,positive
7026,#HolaDictadura y q es para vosotros la democracia? Q se imponga vuestra voluntad? Xq no os presentáis a unas elecciones DEMOCRÁTICASaaaaaa,litigious
7027,En la tele no hay fiestas que valgan http://t.co/gGzeW5RQ,negative
7028,Acabo de ver un documental impecable formalmente; interesantísimo y emocionante:@elmaldelcerebro http://t.co/Z2ggkJaA Os lo recomiendo!,negative
7029,Día de descanso. http://t.co/MsQ9xrlg,negative
7030,"Nos tratan como a  malos alumnos. Todo el día hablando de hacer los deberes, cuando quieren decir que renunciemos  a nuestros derechos.",negative
7031,Solo EM. Si incluyen más oferta me da un síncope “@MGary707:  pregunta sobre la oferta Orbyt: ¿Solo EM o resto prensa Orbyt? Gracias!”,positive
7032,Aun no hemos llegado a eso pero estamos cerca :))“@emiliodrio: Enhorabuena por las cifras de Orbyt @cultrun http://t.co/yZVEvle8”,positive
7033,(Y de paso que azote a las olas) El PSOE exige a Rajoy que desautorice a Sarkozy por sus palabras sobre España http://t.co/WpF5XkKy,uncertainty
7034,"El tamaño de España, un ""pequeño problema"": economInvestors dump euro and risky bonds as fears about Spain intensify http://t.co/QFMaYAW6",litigious
7035,"Parador de Lerma, Burgos http://t.co/OzPBg54X",positive
7036,Todo mi cariño y mi admiración por @adelautrera . Leo aquí tristes comentarios machistas contra ella. Ni caso Adela. Eres valiente,positive
7037,El Swansea es de los que mejor juega al futbol en la Premier pero que golazo acaba de meter Cisse!,positive
7038,"Y con sayal de nazareno “@elopositor5: viendo sus reacciones,parece ser que el orbyt a 60 esta siendo su vía crucis particular ;) jejejej”",positive
7039,"""Y si llueve? -A ver, no pasa nada. Si llueve lo q cae es agua, no fuego"" hno mayor Cristo Expiracion",litigious
7040,@garcia_abadill @mercedescoello tienen una comida tan típica y buena. Y muchos sitios desconocidos todavïa. Menos mal,litigious
7041,"Un F-18 estadounidense se estrella en una zona residencial en Virginia Beach, en el estado de Virginia (EE.UU.)",positive
7042,En Orihuela el Demonio también tiene procesión http://t.co/VIhoCAUa,positive
7043,Uff. Ni idea. RT @ValeSanz1: @AlejandroSanz donde fue esta foto? :) http://t.co/dYGkDYMP,negative
7044,Otro tapón de plástico  #vivaelcorchodeExtremadura http://t.co/i28Fxyqa,negative
7045,RT @ostwitting: RT @hermanntertsch:Las sillas vacías de 11.541 muertos. Hoy recordemos que lo peor es siempre posible.Y evitarlo también....,positive
7046,Religión 2.0:la Iglesia se vuelca en las redes sociales para rejuvenecer su feligresía. #portadaEPC de Sábado de Pasiónhttp://t.co/r8bAzxKO,negative
7047,La puse en mi facebook ;) RT @momiasanzera: @AlejandroSanz Y la foto del camerinoooaa? (: hola Aleee!!!! (:,positive
7048,Servitas #cofradiasmlg #malaga .  @ Centro Historico de Málaga http://t.co/mMsHCGFt http://t.co/LU1DnOpW,positive
7049,"Con la entrada de La O terminó el Viernes Sto.Mañana El Sol,Servitas,Sto. Entierro y La Trinidad.En @giraldatv volvems a las 16:30h.Nos vems",positive
7050,@Fgarea yo también regreso hoy al tajo. Atravesando a toda velocidad el campo andaluz,positive
7051,Buenos dias. Lagarde (FMI) avisa de que Grecia puede quebrar y salir del euro...la amenaza ya se conoce pero la receta para evitarlo?,positive
7052,"Un timo Kiosko y mas para leer periódicos como ABC, El País y otros. Tres días sin poder entrar a la aplicación. Nadie se responsabiliza .",positive
7053,La Ertzaintza investiga si el herido tras el partido del Athletic sufrió un pelotazo - http://t.co/rDfZSMZ2,positive
7054,Creo que hace años que no dormía 10 horas ...buenos días ;-)),uncertainty
7055,De Guindos anuncia en Alemania nuevos recortes en educación y sanidad. ¿Cuándo va a explicar a los españoles ese plan? http://t.co/Edi4VY4F,negative
7056,Hermoso día de abriliembre en la Siberia mesetaria.,negative
7057,"Interesantes declaraciones de Luis de Guindos en Frankfurter Allgemeine. Ahora, reformas en sanidad y en educación. http://t.co/q0YWpzLQ",positive
7058,"Que un restaurante tarde 30 min en tomarte nota y otros 30 en servirlo, ?es slow food o es una tomadura de pelo?",positive
7059,A merendar #chatidieta  http://t.co/Fs6j0PWJ,positive
7060,"Sarkozy lleva ya tres día, hoy, Le Pen también sacude a España. Va a contestarles el gobiernoaa",positive
7061,En el imperio del balompié nunca se pone el gol.,positive
7062,No pudo ser. RT: “@Mangeliso: Como el barsa se confie se deja dos puntos como mínimo en la romareda. Que lo haga que lo haga”,positive
7063,El triunfo del Barça obliga al Madrid a ganar mañana a un equipo tan en forma como el Valencia. Un tercio de la Liga va en ese partido.,negative
7064,"Eran casi las 20 h. de aquel sábado santo. Hace 35 años. Rufino abrió la puerta en aquella reunión clandestina. ""Han legalizado el partido""",negative
7065,Gran entrevista a Carrillo en el 35 aniv. d la legalización del PCE. El partido fundamental de la resistencia y el logro de la democracia,litigious
7066,"@PalomaCervilla perdona, he querido decir el friki, el iPad escribe lo que le da la gana",negative
7067,Recomendacion a los doberman proPSOE q meten miedo con la sanidad: leer declaraciones Ministra http://t.co/aMXZBQbg,negative
7068,Momento bautismo en la catedral de la Almudena http://t.co/d12au7Pe,uncertainty
7069,"Se necesitan + pelis cmo INTOCABLE y menos empalagosas del tipo Todos los días de mi vida. La primera es genial, buen rollo, positiva, risas",uncertainty
7070,Eurovegas: críticas desmedidas hacia un proyecto a valorar    vÃ­a @elmundo_orbyt http://t.co/jn2T5KyN,litigious
7071,"Buenos días, ¡Domingo de Resurrección! buen día para decidir seguir a Jesús, el único que puede salvar de tus pecados.",uncertainty
7072,Buen domingo de Pascua. Espero que os guste mi Balcón de Tigrekan. A mi me gusta que hoy se acaba al fin el escarnio de Orbyt a 60€..,uncertainty
7073,Domingo de Resurrección. Radiante día de primavera lleno de sol. BD! http://t.co/3eEActAb,uncertainty
7074,"Couso. ""Se pondrá el tiempo amarillo sobre su fotografía"". (Miguel Hernandez). Un abrazo a la familia.",uncertainty
7075,"Con el pollo que montaré mañana verás como no.“@merpiera: @antoniocamunas siguiendo una lógica aplastante, en verano la oferta será a 40€!”",litigious
7076,Felices Pascuas para todos ! Happy Easter to all ! Buona Pasqua a tutti !,negative
7077,El Cervantes #malaga #igersmalaga #boqueronlandia   @ Teatro Cervantes http://t.co/CXbU0tYP,negative
7078,"¡Otro más, otro más! Grrrr.... Bienvenido, Gonzalo “@gonzalofjimenez: @pedroj_ramirez Pues nada, un orbytero más. Casi no me entero...”",litigious
7079,Felices Pascuas para todos!! // Happy Easter to all!!,negative
7080,Desde aqui decir para todo que lo pueda leer que mejor no ir nunca mas a  esta discoteca indignante lo que nos han echo!!!!,negative
7081,Ahora si la gente se lo paso de arte y yo igual!!! La gente de antequera increible lo unico la falta de respeto por parte de la sala,negative
7082,"Toda la Familia Real va a misa, pero a los duques de Palma (Arena) no les dejan ir. Siguen la penitencia el día de resurrección.",negative
7083,Ahora después de comer tengo que planchar....#yoconfieso que odio planchar ;-(,negative
7084,Que maravilla RT @rinxols2_0: Llac Puigcerdà! http://t.co/bgAA6Ofd,positive
7085,"son para plantar la mollera de @MendiMendi1 , poco amueblada últimamente “@JoseManuel_Ros: @PilarGGranja muy bonitos pensamientos.”",positive
7086,Apagué encendí y restaure red y parece que va mejor... Mil gracias a todos,negative
7087,"sigo en mis trece. ¿cabezón o perseverante? a día de hoy y al margen del resultado, clemente sigue de parapeto de la directiva del sporting",positive
7088,"Es significativo que los sacrificios a Tutatis, padre de la tribu, empezaran metiendo a los cautivos en un barril de cerveza.",positive
7089,"Q bueno! : @MendiMendi1 Disfruta!  como después del comment de Mendi estará deseosa, le dejo ese informe so good ;-) http://t.co/nGqXXgjR”",positive
7090,"Paul Preston pondrá en su sitio al ""Franco"" de Luis Suárez. (@jesusmiguel desveló en 'Público' el vergonzoso engendro de la RAH).",negative
7091,Impresionante las vistas por dentro del nicho del buda ... y mucho vértigo  #Afganistán #Bamiyán http://t.co/tFB8iknI,uncertainty
7092,"Valenciano: ""El PSOE tendrá la plantilla que pueda pagar"". ¿Aplicará la reforma laboral?",litigious
7093,"Gracias a todos. Aunque no os lo creais, sonrío bastante. La fe mueve mas que montañas ;-)",litigious
7094,Final de infarto en #Qatar! Vamos Jorge @lorenzo99  !,positive
7095,"Mañana, también a @PartidoPodrido, os espero en @buruagacope a partir de las 8:30. Donde nos gusta estar",positive
7096,"Ojalá, Charo. Bienvenida “@CharoLarrea:  casi no llego pero... ya está ya me he suscrito a Orbyt, ahora sólo falta que gane el Madrid ;-)”",positive
7097,"Vale, recibido, gracias a tod@s!",uncertainty
7098,"A 15' del final, Real Madrid 0-0 Valencia. Esto se pone feo!!",negative
7099,"Ojiplática (quería decir) desquiciado RT @Guerraeterna: El momentazo de Pepe y Arbeloa. http://t.co/SaMkLEe0""",negative
7100,Partidazo! A pesar de que al Madrid le tocará sufrir.,negative
7101,"http://t.co/0DNIuaGL - Un trozo de ""sin mirar atrás"" acústico en Cáceres",negative
7102,"Me voy a dormir más tranquilo, sabiendo que según el PP no habrá recortes sino ajustes. Mañana será otro día y entonces se liarán a hachazos",negative
7103,"Aquí estoy leyendo sus mensajes , GRACIAS a todos por estar y recibir La Seńal !",positive
7104,Iberia cancela hoy 156 vuelos x huelga pilotos.Protestan x creación Iberia Express. Han programado paros los lunes y viernes hasta 20 julio,positive
7105,Pues ya en @crackoviadeTV3 !! Y hoy una d Roncero!!!;) y semana intensa con vuelta a la gira #yeswespainISDIFFERENT :SALAMANCA!!!,positive
7106,Buenos días,positive
7107,"El programa de reformas es espectacular, pero no hay recortes espectaculares q acompañen. España:47aeropuertos, Alemania:17. Así no salimos",negative
7108,#momento reunión para @TelediarioInter de las 3. Hasta luego.,negative
7109,Buenos dias amigos! Hoy empezamos el dia muy animados!! Un poquito de gym y esta noche #Quitateeltop en gh! Abrazos,negative
7110,"Eufemismos Guindos: aunque el copago sanitario lo vistan de ""pago progresivo"", copago se queda.http://t.co/oziBzCWo vía @elperiodico_cas",negative
7111,Desarrollan el primer nanomedicamento para tratar el #cancer en humanos #salud - http://t.co/5UpqXn6b,negative
7112,"El PP tira la piedra y esconde la mano. De Guindos anuncia nuevos gestos de pleitesía en al UE, mediante  reformas en sanidad y educación.",negative
7113,El Gobierno reacciona. Intervencion de Rajoy en abierto el miércoles xra explicar los recortes a los diputados del PP,negative
7114,En Las Palmas de Gran Canaria. A punto de comenzar encuentro con Junta Directiva de @ConfeCan,negative
7115,"El PP niega la mayor sobre el copago sanitario y asegura ""la gratuidad"" (vía pago de impuestos). Se compromete a liquidar la deuda",negative
7116,"Rbca/ rajoy sembró dudas sobre la económia española y de ahí l desconfianza de los mercados y de Europa""",uncertainty
7117,A los q nos han llevado a una situación en la q se hace insostenible el Estado de Bienestar solo se les ocurre criticar sin dar soluciones?,negative
7118,Es De Guindos un outsider en el Gobierno?,negative
7119,El mismo barco #generacion27 @diputacionMLG #malaga http://t.co/zjh5KGQt,uncertainty
7120,"Por cierto, ayer estuve con @gesioh y ya está ultimando los detalles de mi nuevo avatar.. Muy jefe. Os gustará!",positive
7121,"Cuatro muertos al incendiarse una chabola en BCN. Noticia, vídeo y análisis del nuevo barraquismo en @elperiodico_cashttp://t.co/N5yDdw5R",positive
7122,Radio de la buena buena buena.... @apropios_rne ......,negative
7123,"""Cospedal es una presidenta extraordinaria y muy, muy, muy buena persona"" - http://t.co/oVdVDHwf",negative
7124,"""Llamábamos el calabozo a las Cortes de Castilla-La Mancha, nos daban un trato indigno"" - http://t.co/m5syxeei",negative
7125,La junta electoral niega el recurso de FORO y mantiene el resultado de Asturias http://t.co/fagMn3pi,negative
7126,"Tranquilos: por muy mal que se pongan las cosas seguro que viene Pepe y lo arregla en ""dos patás"".",negative
7127,"Con una orquesta que desafina       -Rajoy, a lo suyo; el PSOE, con el no a todo; IU en la prehistoria-, qué nos salva?",negative
7128,"Profundo malestar en el gob con floriano: ""el vicesecretario de un partido no es quien xa enmendar la plana a un ministro""",positive
7129,RT @loulancho: hoy a las 9 con @abarceloh25 hablamos con @sevillajordi y @CesarCalderon sobre la desafección política.Hay otras ideas...,positive
7130,Esta noche en el Gato al Agua... Os espero a todos!!!,positive
7131,En la sala de espera del médico comentando el recorte en Sanidad. Parece un sainete de Arniches. O un esperpento. #DonLatinoAliveAndKicking,positive
7132,Nueva Ley General de la Discapacidad  http://t.co/3cHZzHj4,positive
7133,Gracias Colombia !“@NanyFlorezA: “La Señal”de @juanes es #1 en la radio en Colombia por cuarta semana consecutiva.”,positive
7134,PSOE pide comparecencia de Rajoy en Pleno del #Congreso para que explique qué va a hacer con sanidad y educación.,positive
7135,estaremos allí en noviembre ! “@gb_media: @juanes @LUCHOOB Y por SWITZERLANDaaaa? Te escuchan mucho en #Zürich”,positive
7136,Mañana participo en la visita que Su Alteza Real El Príncipe de Asturias realizará al Escuadrón de Apoyo al (cont) http://t.co/EKDHwAKo,positive
7137,+deloMismo:1997 el @PSOE metía miedo con las reformas del PP y  se encontró 2004 un país solvente ycon bienestar social http://t.co/O3vGskV8,negative
7138,"claro , Venezuela es parte de mi ! “@ejgc27: @juanes pana! Tienen pensado visitar Venezuela!!aa Esta en sus planesaa”",negative
7139,Saludos a todos los fans en Chile ! “@jmacjohis: @juanes recibimos La Señal aquí en Chile. Muy orgullosa de escucharte en la radio.,negative
7140,"GRACIAS 2) USA,R.Unido,Francia e Italia , las de +visualizaciones. Pero tb Arabia Saudí, Australia,Nepal o La Antártida visitaron@giraldatv",negative
7141,"así es, será gira acústica , intima ! “@erwingcaspersen: @juanes La gira tendrá la misma atmosfera acústica del unplugged?”",uncertainty
7142,"GRACIAS 4) La app para móviles ""iSemana Santa"" superó las 80.000 descargas gratuitas en 40 países. y ¡más de 210.000 conexiones en móviles!",negative
7143,"GRACIAS 5) por elegirnos esta #ssanta12, x los + de 5000 correos electrónicos enviados y,x batir todos los récords en #sevillahoy.@giraldatv",negative
7144,"A ver si lo entiendo:reunión de urg cn Wert y Mato, luego con Windows, Montoro y Soraya para hacer nota d prensa q te remite a final d abril",uncertainty
7145,El PP aplica el rodillo y lamina las enmiendas de los grupos para sacar adelante a toda prisa la ley de estabilidad. Otro brindis al mercado,litigious
7146,Pedimos la comparecencia urgente del Pte. Rajoy y que explique a los representantes del pueblo por qué incumple lo que prometió en campaña,litigious
7147,Con @Sergio_Dalma JAJAJA http://t.co/qitLjfdp,negative
7148,Es razonable tener un presupuesto de televisiones publicas de mas d 1500m€/año? Es un tercio PIB d Zimbabue! Hay duplicidades? Muy fuerte.,negative
7149,He intentado coger un pan y el camarero me ha dicho que no lo toque. Sólo pretendía tocar el mío. #elrollonoeraquenolostoqueél? #humillatio,negative
7150,Con una central d compras d medicamentos no ahorras 7.000M€ ni de broma en sanidad. Hay q debatir d ingresos @hermanntertsch @Gato_directo,uncertainty
7151,Está a dos asientos.,litigious
7152,"“@RicardoJavierre: Si quieres lo puedes marear,me traes otros auriculares? prensa deportiva te queda algo? que yo queria menu vegetarino”",positive
7153,¡Lo mejor de mi timeline está disponible! http://t.co/0l0HzKDb ▸ Historias del día por @joseatrujillo @eventosfera @vcordonr,negative
7154,"Ojalá!“@jesuscc: @julia_otero Anda, reconoce que Mariano Rajoy está tan callado porque está esperando a que lo entrevistes.”",positive
7155,@marodriguezb me hago la misma pregunta de floriano...,positive
7156,Y otra cosa: ¿de verdad estamos obligados a pagar la Educación de quien repite más de cinco veces?,litigious
7157,Con el público en la publi! http://t.co/AXYRIaxE,positive
7158,Hoy felicito a l@s que den una vuelta mas al sol. Les mando un abrazo enorme. Felicidades ;) parabeins.,positive
7159,Musicalmente espero que os sorprenda el bandoneon que grabamos con el maestro Julio Pane y los bajos de Guillermo ... http://t.co/sTmxfan4,negative
7160,"Muchos besos.. ;) RT @RominaDalu: Eso! ;) RT""@OrdenSanzera: @AlejandroSanz hay besitos para tus fans argentinas? :) te amamos!!!""",negative
7161,AN juzga al miembro ETA Jon Kepa Preciado por presunta colaboración en 2003 en la colocación de un coche-bomba frente sede Iberdrola Bilbao,positive
7162,Portada El Mundo http://t.co/b3IKP5Yo ...,positive
7163,Portada Qué - Madrid http://t.co/cPTmvmOy ...,positive
7164,Portada Marca http://t.co/i2wfib29 ...,positive
7165,Buenasssssss.El domingo a las 22.00Habemus día y hora!!!!,positive
7166,"La prima de riesgo en 407 pb. Hoy, en EM, La bicicleta. Un ministro: ""Nos van a zurrar duro"".",positive
7167,"De Guindos: ""las turbulencias y la volatilidad de la prima se riesgo no nos pueden hacer perder el rumbo""",positive
7168,Echo mucho de menos una reunión entre el jefe del Gobierno y el líder de la oposición ¡Ya!,positive
7169,La presencia de Rajoy esta tarde en el #Senado puede ser muy interesante,negative
7170,"http://t.co/JB7XVRyk#videocapítulo del concierto de Cáceresun gran regreso, con ganas de que llegue el próximo fin de semana.",litigious
7171,Vamos a vigilar que las CCAA cumplan os objetivos de déficit.. @c_floriano en #losdesayunosdetve,litigious
7172,¿Hay descoordinacion? @c_floriano responde con la herencia reacibida,positive
7173,"Nos dicen que hay que subir el IVA, pero no nos gusta, dice @c_floriano",positive
7174,"Rajoy, a la pista http://t.co/K93M3dfA",positive
7175,"Suerte, Raquel!“@RaquelMartos: Mi primera novela está en las librerías, es mucha la emoción -) #losbesosnosegastan”",uncertainty
7176,"El Gobierno se topa con la realidad, por @Nuno_Rodrigo5  http://t.co/mOvzLDpN",positive
7177,“@muyinteresante: Demostrado científicamente: dormir bien nos hace ser más bellos: http://t.co/zfIS3TAk” lo tengo claro,positive
7178,"RT “@pximenez: Simiocracia (de Aleix Saló, el creador de Españistán): http://t.co/8tSzfX5j vía @youtube”",litigious
7179,"Sabemos lo q es gestionar una crisis, dice @sorayapsoe #sincomentarios",positive
7180,"Inaceptable q @marianorajoy no comparezca en el congreso xa explicar el ajuste, dice @sorayapsoe",positive
7181,PSOE pedirá impuesto a las grandes fortunas en debate de esta tarde. #Congreso (...nunca es tarde),uncertainty
7182,"""@alfonso_ussia: @alvaroruiz93 En tal caso, que el PP le retire el apoyo. No se diferencia en nada a Urkullu."" Tienes toda la razón",negative
7183,"La infanta Elena: ""Yo no estaba con él, estaba su padre"". La Reina: Froilán se encuentra ""muy bien"" y que ""con los niños siempre pasa eso""",negative
7184,Estamos a pocos minutos de empezar @mananascuatro con @mrtfernandez y @MartaRiveraCruz @carlosecue @iescolar  ... En ocasiones veo recortes.,negative
7185,EL PAÍS estrena los blogs de las tres primeras escuelas de negocios españolas  http://t.co/eiWkLjVh via @el_pais,negative
7186,@carlos__alsina si quieres Trinidad Jiménez o Martínez Olmos te lo pueden explicar esta noche en La Brújula.,negative
7187,"Si la cosa no fuera tan seria sería para desternillarse: El PSOE: ""Sabemos gestionar una crisis perfectamente"" http://t.co/ZF8nQdqz",negative
7188,"La alicantina Miriam Blasco, medalla de Oro en las Olimpiadas de 1992, va a defender a la Selección Española. @GPPopular @ppcv",uncertainty
7189,"Esta noche estaré a partir de las 22,00H en el programa de Cesar Vidal "" Es la noche de César"", os espero! :)",uncertainty
7190,"Aguirre partidaria de q el Estado  asuma Sanidad, Justicia y Educación. Esa sí es una medida lógica! @marianorajoy  http://t.co/b9O9yrFU",litigious
7191,.@diegocruz_: “El Ayuntamiento va con retraso en la simplificación de licencias”. Esta es la realidad. http://t.co/G6M0IkWp,positive
7192,la incredulidad con la que nuestros acreedores miran las reformas emprendidas es directamente proporcional al miedo a perder su dinero,litigious
7193,#Pimpinela time en el Parlament. Sanchez-Camacho & Artur Mas en escena...,litigious
7194,"Más alumnos por clase, aumentos d tasas, más horas lectivas para los profesores: el gobierno dispara la prima d riesgo d la educación.",litigious
7195,"Es muy llamativo que la Infanta Elena no sepa la operación que le han hecho a su hijo,no?. rueda de prensa surrealista, la verdad.",litigious
7196,"De los creadores de ""cese temporal de la convivencia"" ahora llega ""yo no estaba con él, estaba su padre""",litigious
7197,Mi intervención en el pleno de hoy sobre la propuesta del PNV acerca de las selecciones deportivas http://t.co/ayYzAr8v,negative
7198,“@miquelroig:#IBEX pierde casi 3% y prima de riesgo supera los 430 puntos. El bono a 10 roza el 6% http://t.co/fUvA3kCg” #vamosamorirtodos,litigious
7199,Prima 434. Bono 6%. El Presidente no contesta a periodistas al entrar al Senado y al salir se da la vuelta para evitarles #estápasando,positive
7200,El ministro de Interior desvela que la Policía investigó ilegalmente a Ignacio González. Su predecesor igual sabe algo del asunto.,positive
7201,"Fotos de la visita de S.A.R. El Príncipe de Asturias, a la #base #aérea de #Zaragozahttp://t.co/tHU99DSv http://t.co/n9WaCxxf",positive
7202,"A ambas cosas yo le llamo redistribución d riqueza entre ciudadanos x renta,consumo o patrimonio.Se llama pacto fiscal estado-ciudadano",positive
7203,@Juandecolmenero Lo de Rajoy con la prensa ya es cabezonería. Y dejación de funciones.,positive
7204,Aquellos 'putos Ferraris' http://t.co/GV4tHEoq vía @elmundoes,litigious
7205,Ya somos dos ;-)) q ganas de verte RT @adelautrera: @mariviromero muy buenas guapetona!! Aquí en despacho currando. Bssss,litigious
7206,"""Rajoy da la espalda"". Post en 'Buzón de voz', que desde hoy estrena ubicación en mi página http://t.co/QNxUvOBrhttp://t.co/uhY4gmFn",positive
7207,Mas dice que el no piensa devolver competencias. @TelediarioInter 20:30,positive
7208,David Trueba tiene twitter?,negative
7209,Rick Santorum se retira de la campaña en las primarias republicanas  http://t.co/Kgc23FMX via @el_pais,negative
7210,"¿Que opináis?: Mañana, mi #dospalabras en @elconfidencial ""La única alternativa de Rajoy: sacar a España del Euro""",negative
7211,Romney será presidente.,uncertainty
7212,Nace una jirafa en el @zoomadrid  la primera de su especie en 36 años http://t.co/NGVrDBv5 vía @pablo_roy y la información,negative
7213,#SahelNOW ahora en el telediario de Pepa Bueno,negative
7214,Muy indignante si ...nadie repara en ello hoy aqui . Gracias RT @LolaDulop: @mariviromero http://t.co/Hylwy7n5,negative
7215,Más pobres por discriminar a la mujer http://t.co/4T29uZlh,negative
7216,Crean un banco de productos para mujeres con cáncer de mama http://t.co/H092Elrs,negative
7217,Sobre la sorprendente huída hoy en el Senado de Rajoy http://t.co/NbMvkHQP,litigious
7218,#CorreMarianoCorre está muy bien pero la versión gallega #correMarianoquechove tampoco está mal.,litigious
0,"-Me caes muy bien -Tienes que jugar más partidas al lol con Russel y conmigo-Por qué tan Otako, deja de ser otako-Haber si me muero",uncertainty
1,"@myendlesshazza a. que puto mal escribob. me sigo surrando help 3. ha quedado raro el ""cómetelo"" ahí JAJAJAJA",negative
2,@estherct209 jajajaja la tuya y la d mucha gente seguro!! Pero yo no puedo sin mi melena me muero ,negative
3,Quiero mogollón a @AlbaBenito99 pero sobretodo por lo rápido que contesta a los wasaps ,positive
4,Vale he visto la tia bebiendose su regla y me hs dado muchs grima ,negative
5,@Yulian_Poe @guillermoterry1 Ah. mucho más por supuesto! solo que lo incluyo. Me habías entendido mal ,positive
6,Se ha terminado #Rio2016 Lamentablemente no arriendo las ganancias al pueblo brasileño por la penuria que les espera Suerte y solidaridad,negative
7,11. siiii fue super gracioso teniamos que habernos sacado una foto ,positive
8,@toNi_end seria mejor que dejasen de emitir esa basura ya  hay que evolucionar para bien y eso,negative
9,"@jonoro96 te mandaria a comprarte un burro, pero no creo que hayan tiendas abiertas ahora ",negative
10,Mg y pongo un adjetivo super repelente a vuestro nombre ,negative
11,@hywzz la voz de María al final me mata JAJAJSJAJAJAJ quilla y yo que ,negative
12,@EduGalan14  Jaja.Es de bien nacidos ser agradecidos que diría aquel.Tiene el récord de puntos del VCF.Creo q cumplió con lo que había.,positive
13,"@misscatingcat Bueno, al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^",positive
14,@mendescodes @heroinseb enserio cuando habéis dicho que los froot loops están malos me ha dolido... ,negative
15,"@Sakura_Abril Ow Bueno, no pasa nada, cuando puedas confirmarlo, estoy aquí 😊Y si no pudieras de cosplay pero sí a la expo, +",positive
16,"Aunque pensaba que no podría hacerlo hasta el mes de octubre, el lunes próximo volveré a ver a mi familia de #Mataró *.*   #felicidad",positive
17,Oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @JuanAlfonso251 @CrisDazGar,negative
18,"@JCLilGangster yo tengo que aguantar 4 niños pequeños, no sé que es peor ",negative
19,@tejecristal 765 emberdaY porque estoy dedicandome a otros supps últimamente ,uncertainty
20,@Yosmath @Planeta87Radio  #Incantus  Genial ya estoy conectada ,positive
21,"Es muy raro el sentimiento que tengo ahora, aunque en fin... Qué más dará ",litigious
22,"@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que ""no tiene cultura propia"". Vamos, como los romanos en su tiempo ",negative
23,"Gracias por los ánimos! He dormido un poco más, me he tomado una pastilla y ha bajado a 36 y medio, pero aún me noto rara ",negative
24,"@KunMadera pues date unas cuantas horas, que es muy temprano ",litigious
25,"@xZ4dry @xSLGY Tienes pinta buena gente por lo q veo, t he conocio gracias a qt ",positive
26,"@achocoblog ... bueno, desierta, desierta, no, con algunos seres feéricos  ",positive
27,@policia 2 horas esperando en Comisaría Gandia y han atendido a 3 personas! Y solamente para una autorización de viaje a un menor. ,negative
28,"@angeleta1973 @elespanolcom No he visto su DNI o Pasaporte pero presume de serlo aunque es muy,demasiado,peculiar y poco caritativa   ",negative
29,@AlbGarD Oh  ¿Me estás llamando gordo? JAJAJA Grazie ruliño  Lo mismo puedo decir ,negative
30,@BarrosNerea Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos! ,positive
31,@seestrena #seestrenasietevidas Sería un gato tipo Garfield porqué soy un poco vago y porqué me encanta la lasaña!! ,positive
32,@prxttytimebomb @emimartinez_98 Si es que odio a muerte a la nueva Harley que quieres ,negative
33,@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía ,negative
34,"@joseche_jagg @adsuara +10000, cremos una agencia de contratación de temporales, a ver cómo se vende a los sindicatos ",uncertainty
